0,1
101.6499,101.0
56.89334,56.4
73.22238,74.8
70.75035,71.7
94.108734,75.1
61.182552,63.2
182.2121,175.4
102.36987,100.7
35.229477,34.3
71.0484,70.5
66.69856,65.6
73.14249,72.1
70.97727,70.4
63.137253,64.1
182.2121,175.9
100.397446,100.6
35.229477,35.4
67.03944,66.7
66.69856,68.0
73.14249,72.6
70.97727,71.3
69.0939,64.0
146.27608,175.7
94.83908,101.4
35.229477,35.0
67.03944,66.8
66.69856,67.2
73.14249,72.1
70.97727,70.2
63.137253,63.9
103.82938,102.6
86.062775,81.1
75.69814,74.6
74.472046,73.2
73.57019,73.7
17.827919,18.4
106.99533,102.6
76.492645,81.1
76.66428,74.6
74.472046,73.2
73.57019,73.7
17.827919,18.4
94.96347,91.54
77.60736,77.18
68.90849,67.92
77.70006,79.61
70.826096,71.83
59.630325,61.56
102.91316,102.64
75.75633,74.26
77.45018,76.83
71.00135,70.46
66.68899,66.41
103.27397,104.47
74.875656,74.46
76.127686,74.96
78.11533,77.64
65.36648,64.27
104.35746,102.62
73.20215,73.52
84.32525,85.26
68.91713,69.07
66.68899,66.03
104.78196,103.72
72.166885,73.52
83.82756,83.8
69.7986,71.08
76.25811,76.83
60.41653,61.92
99.49391,100.23
70.12839,69.83
72.00287,70.7
70.76229,70.46
72.41281,72.04
60.675743,61.15
99.33374,96.84
74.4085,75.2
77.62098,76.76
71.69762,70.71
76.25811,76.76
60.41653,61.84
94.61611,92.69
78.93198,72.31
73.09134,72.31
77.33942,77.28
72.823456,71.26
61.185463,61.06
98.136246,100.22
70.40541,69.22
71.22275,70.66
72.1991,72.6
68.4161,67.72
15.5762005,16.08
101.66211,101.28
72.3013,77.32
74.86547,74.51
69.8149,70.01
74.84891,76.03
60.647774,61.85
99.04335,99.2
72.24725,68.9
71.21659,69.4
78.30219,80.0
74.224266,71.6
172.35368,178.6
96.7637,100.3
53.970757,53.9
78.678505,80.9
69.13454,69.4
74.57326,71.9
62.17404,61.3
104.08742,104.7
72.100296,71.3
73.97093,74.0
78.567635,77.6
73.95436,75.6
60.647774,62.4
108.636856,108.3
79.89009,81.5
76.060394,72.9
81.72652,84.2
63.81362,63.8
91.93579,91.6
56.632957,55.6
71.59306,70.6
71.900925,70.6
72.17478,73.2
68.47005,70.9
101.09354,100.1
57.794113,56.9
73.255295,73.0
70.88905,75.0
92.33562,75.0
61.69781,63.2
35.229477,34.8
71.0484,70.6
66.69856,66.0
73.14249,72.2
70.97727,70.6
63.137253,64.2
35.229477,35.8
67.03944,66.7
66.69856,67.9
73.14249,73.0
70.97727,70.9
69.0939,64.4
35.229477,35.5
67.03944,66.6
66.69856,67.3
73.14249,72.2
70.97727,70.2
63.137253,63.9
94.23985,92.77
75.79914,74.66
76.992905,72.67
68.715126,65.76
72.41281,70.78
60.675747,62.0
96.90383,101.28
61.04471,68.92
69.23496,70.47
72.1991,72.59
68.4161,67.93
15.5762,16.05
98.5863,94.5
70.023315,69.07
72.00287,70.28
70.421646,70.32
74.65537,71.72
67.77786,62.15
101.61302,101.0
56.89334,56.5
73.245316,75.1
72.45452,71.1
74.80694,75.8
68.63327,70.1
108.13576,102.5
58.70492,56.6
76.134445,75.0
72.45238,71.6
74.80693,75.5
62.825394,63.2
182.2121,175.7
102.36988,100.9
35.229477,34.3
71.0484,69.5
66.69856,65.5
73.14249,72.6
70.97727,70.8
63.137253,64.4
182.2121,176.7
100.397446,100.4
35.229477,35.5
67.03944,67.0
66.69856,67.3
73.14249,73.6
70.97727,70.9
63.137253,64.5
87.603,92.04
73.33324,79.51
73.15621,72.79
70.72279,69.48
72.46205,72.96
61.185463,60.78
88.37119,97.17
71.55328,78.67
68.952286,72.68
70.585464,70.55
73.05669,73.36
61.185463,61.24
89.93241,96.78
86.3053,77.66
72.68874,71.82
69.11607,70.36
64.42784,72.59
60.09131,61.05
85.800644,98.28
67.49917,72.08
85.28052,73.53
66.88144,70.13
71.48781,72.62
60.98627,61.0
94.57978,95.61
50.085068,47.99
75.68967,76.5
68.09447,68.36
72.009766,71.77
61.414696,60.82
103.66119,104.59
72.0384,70.4
74.86547,72.3
69.8149,68.36
74.84891,74.86
60.647774,60.73
103.634415,100.8
69.72317,71.6
80.43771,79.8
72.4407,72.7
71.354324,70.5
18.521715,18.0
102.950714,103.7
73.0121,71.6
74.79425,71.6
74.682175,73.5
71.354324,70.5
18.521715,18.0
35.229477,35.0
67.03944,66.1
72.691635,73.1
73.14249,72.1
70.97727,70.1
63.137253,64.0
97.15682,101.0
70.98016,73.1
70.779816,71.0
76.8185,76.4
69.62417,70.0
70.061966,68.8
101.85426,106.0
72.181946,72.3
84.17933,81.3
69.7986,72.4
76.25811,76.9
60.41653,61.2
103.057465,105.1
63.550484,69.8
77.4796,71.2
79.157425,71.0
83.27405,75.0
174.79082,173.6
103.45812,99.9
59.939636,67.5
66.39749,71.5
78.353134,82.5
74.224266,72.0
172.35368,175.3
99.97915,99.7
79.552185,81.8
73.618546,71.2
74.682175,73.4
71.354324,69.2
18.521715,17.9
101.67287,105.0
73.48462,72.8
58.854275,58.2
73.920044,74.3
73.71097,74.6
17.513327,18.3
91.93579,91.3
56.632957,55.0
71.59306,70.1
71.900925,69.8
72.17478,73.0
68.47005,68.3
101.118546,101.4
57.794113,55.4
72.29863,74.5
76.154434,74.6
72.392555,74.6
63.05002,63.6
35.229477,34.7
71.0484,73.5
71.491486,67.4
73.14249,73.3
70.227646,69.8
63.137253,64.3
35.229477,34.8
64.33387,65.6
66.69856,67.4
73.14249,72.4
70.97727,71.8
63.137253,63.6
35.229477,34.7
71.38393,68.2
71.491486,69.7
73.14249,74.2
70.227646,71.1
62.305916,63.1
88.71632,91.5
57.672493,54.0
74.392044,71.2
85.52199,75.2
70.37748,72.3
90.0583,95.1
49.551537,54.6
70.20221,69.9
70.86189,69.9
69.16133,72.9
60.769474,60.4
35.229477,36.7
67.03944,66.2
66.69856,67.7
73.14249,75.6
70.97727,72.8
59.110935,68.1
83.899284,100.8
83.41777,70.2
84.88756,79.1
67.19762,71.1
65.54799,69.2
101.90419,102.6
70.770615,70.4
80.43771,78.8
72.44069,71.7
71.354324,69.6
102.950714,102.7
73.0121,70.6
74.79425,70.5
74.682175,72.4
71.354324,69.5
103.09538,103.6
72.43251,74.6
77.62098,77.0
71.69762,70.9
76.2581,77.1
60.416534,62.0
54.924797,52.8
78.0455,77.0
74.29422,76.3
73.70862,71.9
62.17404,63.9
103.57405,104.8
56.941116,55.9
82.00366,83.5
70.082565,70.1
77.11783,76.1
62.64812,62.1
105.33155,104.3
70.285446,71.0
81.90721,83.4
67.67488,69.4
74.84891,76.1
60.647774,62.1
104.48344,102.9
73.966125,74.4
76.62445,77.2
78.848785,77.8
75.26159,75.6
60.416527,61.7
98.64242,100.8
71.2852,72.9
74.26694,74.1
70.72279,70.6
73.826904,73.9
61.185463,61.7
100.46611,97.3
73.85187,73.3
73.97093,75.3
78.18918,78.6
60.647774,62.0
102.82858,104.5
74.35523,75.4
76.62445,82.3
79.12344,75.8
75.26159,76.2
60.41653,60.6
102.60012,102.8
74.40007,74.5
77.62098,76.4
71.69762,70.9
76.25811,77.7
60.41653,62.2
83.68155,85.0
69.7986,68.4
60.41653,61.6
103.34588,102.6
72.757065,71.8
74.79425,81.8
74.682175,72.3
71.354324,70.5
18.521715,17.9
98.72618,97.7
74.379425,74.7
74.35104,74.3
78.09525,80.5
68.23744,67.1
15.5762,17.0
99.34599,98.3
75.5979,73.1
75.59239,73.5
78.09525,80.6
68.23744,67.9
15.5762,17.0
94.110565,93.91
54.854683,54.94
72.32789,73.0
68.86865,67.65
75.27866,77.25
60.430405,61.54
103.35313,104.9
70.39939,70.4
73.97093,72.7
78.19127,77.6
73.95436,76.1
60.647774,61.1
98.46257,98.6
57.195816,54.8
72.74568,71.6
71.15744,71.0
74.57326,72.7
62.17404,60.8
100.46611,97.5
71.71182,71.5
81.665344,78.8
67.67488,66.1
74.84891,76.2
60.647774,62.1
100.6795,101.4
58.54927,52.9
71.35982,68.8
69.871414,70.3
70.81177,71.1
66.10896,64.4
100.109985,97.22
81.72545,80.47
72.11179,71.66
79.06526,78.53
73.52707,75.95
104.26713,103.72
76.08027,74.26
77.45018,76.83
71.00134,70.46
66.68899,66.41
104.26297,104.47
75.20508,74.46
76.127686,74.96
78.11533,77.64
65.36648,64.27
104.35746,102.62
73.20214,73.52
84.32525,85.26
68.91713,69.07
66.68899,66.03
104.78196,103.72
72.166885,73.52
83.82756,83.8
69.7986,71.08
76.25811,76.83
60.41653,61.92
99.49391,100.23
70.12839,69.83
72.00287,70.7
70.76229,70.46
72.41281,72.04
60.67575,61.15
96.96243,93.3
68.56652,68.2
78.36958,79.1
66.316605,69.3
65.71663,62.9
104.239,105.0
74.70201,74.0
77.45018,76.3
71.00135,70.0
66.68899,65.9
99.22779,96.21
81.67435,80.38
73.627144,74.29
69.8149,69.78
74.84891,75.84
60.647774,61.81
100.00094,100.74
70.81152,69.46
71.22275,70.63
72.1991,72.84
68.4161,67.73
15.5762,16.03
98.15697,100.1
69.85845,67.9
76.74083,78.5
69.96164,72.5
68.4161,67.7
15.5762,15.8
98.22037,101.2
70.08006,69.7
71.21658,70.6
78.55725,80.2
74.224266,72.4
172.35368,175.7
100.85582,102.8
56.462017,57.0
79.84303,76.9
77.412415,73.8
75.832504,76.0
62.64812,61.5
104.895515,100.8
55.46341,56.7
73.816986,80.5
72.45451,70.5
76.217186,76.4
63.766285,62.5
100.42834,98.6
70.388695,68.7
71.182945,70.0
71.09024,72.8
67.68396,67.4
20.465563,16.3
95.41565,99.3
69.54739,68.4
78.71217,80.2
68.715126,70.1
72.41281,71.7
60.675747,62.1
101.21919,103.9
50.74704,52.5
78.82638,80.6
67.073555,69.1
74.89158,75.7
59.19187,62.1
104.93658,105.8
70.2253,70.7
82.2551,82.9
67.67488,69.5
74.84891,75.6
60.647774,62.1
104.04461,104.1
59.389267,56.7
76.13445,75.1
72.45238,70.2
77.11783,75.3
62.64812,66.4
97.431564,96.9
72.86826,73.0
74.460434,75.5
69.239845,69.3
67.49333,67.1
102.11479,104.1
78.22188,79.6
73.627144,74.7
69.81491,70.1
74.84891,76.2
60.647774,62.3
100.00094,101.4
70.81152,69.9
71.22275,71.1
72.1991,73.3
68.4161,68.1
15.5762,16.4
96.30496,93.4
69.99776,55.7
74.26694,71.7
70.72279,71.3
72.20508,74.2
68.90885,70.9
100.429245,100.8
57.770462,57.2
72.29863,73.3
76.154434,75.8
72.392555,75.4
63.05002,64.1
100.62849,101.2
35.229477,35.6
73.48903,71.6
72.67605,75.2
73.14249,75.5
70.97727,67.3
63.137253,44.8
101.58745,102.5
70.91055,70.9
81.161644,77.4
69.80425,67.6
73.26784,74.5
73.206436,74.5
91.93579,91.7
56.63296,55.4
71.59306,70.4
71.900925,70.3
72.17478,73.4
68.47004,70.7
101.118546,100.2
57.794113,56.4
72.29863,72.7
76.154434,75.2
72.392555,74.6
63.05002,63.2
182.2121,175.9
100.62849,100.8
35.229477,35.2
71.0484,73.4
71.491486,70.0
73.14249,73.3
70.227646,70.2
63.137253,64.6
173.8942,176.0
100.397446,103.4
35.229477,35.1
